frame,noisy_v0_x,noisy_v0_y,noisy_v0_z,noisy_v1_x,noisy_v1_y,noisy_v1_z,noisy_v2_x,noisy_v2_y,noisy_v2_z,noisy_v3_x,noisy_v3_y,noisy_v3_z,noisy_v4_x,noisy_v4_y,noisy_v4_z,noisy_v5_x,noisy_v5_y,noisy_v5_z,noisy_v6_x,noisy_v6_y,noisy_v6_z,noisy_v7_x,noisy_v7_y,noisy_v7_z,noisy_m0_x,noisy_m0_y,noisy_m0_z,noisy_m1_x,noisy_m1_y,noisy_m1_z,noisy_m2_x,noisy_m2_y,noisy_m2_z,optimized_v0_x,optimized_v0_y,optimized_v0_z,optimized_v1_x,optimized_v1_y,optimized_v1_z,optimized_v2_x,optimized_v2_y,optimized_v2_z,optimized_v3_x,optimized_v3_y,optimized_v3_z,optimized_v4_x,optimized_v4_y,optimized_v4_z,optimized_v5_x,optimized_v5_y,optimized_v5_z,optimized_v6_x,optimized_v6_y,optimized_v6_z,optimized_v7_x,optimized_v7_y,optimized_v7_z,optimized_m0_x,optimized_m0_y,optimized_m0_z,optimized_m1_x,optimized_m1_y,optimized_m1_z,optimized_m2_x,optimized_m2_y,optimized_m2_z,noisy_center_x,optimized_center_x,noisy_center_y,optimized_center_y,noisy_center_z,optimized_center_z
10,1.524519,-0.169915,0.416597,3.106484,0.339907,-0.691291,2.97188,2.166313,-0.235923,1.349602,1.793646,0.832755,2.676406,-0.395044,1.993468,4.32357,-0.166574,0.814223,4.108751,1.912946,1.38543,2.679675,1.697473,2.423948,2.941095,-0.640245,0.580299,3.561527,0.28343,-0.677416,3.081945,-0.016044,2.287383,1.51860139789668,-0.14279523798662463,0.4222596002901961,3.1497399990904724,0.23342850419028444,-0.7184993210671633,2.982084947934394,2.1896985799959374,-0.2608289905786106,1.3557422190913782,1.7930796266752003,0.8437473092558443,2.6767964173035295,-0.40608148939866795,2.0169712387580936,4.30337158242811,-0.00696266760260511,0.9116323496561651,4.139809935325668,1.9291583901407408,1.3447508045472065,2.512421244902765,1.5561971635316696,2.442728952989122,2.969253179965222,-0.5722172282070157,0.5500449643246083,3.555689832135607,0.25763829876068683,-0.615331678036364,3.0791056335711704,-0.2084499765246811,2.2891668476180214,2.9386776363636358,2.931146944513181,0.6187175454545454,0.6020630875977203,0.829952090909091,0.8387856434324654
11,1.521201,0.07005,0.504322,3.081021,0.364002,-0.620695,2.863307,2.312391,-0.139645,1.508141,2.044161,1.200779,2.627942,-0.190281,2.120051,4.501239,0.003364,0.842839,4.104315,1.819002,1.315253,2.510759,1.684724,2.57691,3.098762,-0.349142,0.567683,3.388955,0.424408,-0.70513,3.278509,0.015612,2.292865,1.4884114035043496,0.012467659944636611,0.5765917364665818,3.055954845443877,0.384867992212106,-0.651257565075714,2.9315993744804656,2.3384590363296747,-0.1689913457886893,1.3666260446992284,1.945936230472424,1.0222980363117042,2.732230834124454,-0.27418382918644735,2.101250619895008,4.2974153044773304,0.12084328687922741,0.909207075047741,4.175585946538942,2.0544638313205166,1.3665668418245889,2.609405251045595,1.6856625468210613,2.5515198714175673,2.9401157419493202,-0.430127538001811,0.6188639762899014,3.4672691520140306,0.40480109644450135,-0.5709571526395483,3.1509606173789395,-0.08226528681741241,2.351917752898055,2.9531046363636366,2.9286885923324117,0.7452991818181821,0.7419022751289526,0.9050210909090908,0.9188190769679268
12,1.26594,0.215413,0.66522,3.062146,0.32208,-0.642417,2.825212,2.42386,-0.145165,1.385862,1.910902,1.144757,2.766001,-0.158971,2.224961,4.142618,0.037671,1.022414,4.174637,2.053873,1.532082,2.651862,1.845154,2.642872,3.080662,-0.173321,0.640184,3.458195,0.562719,-0.41292,3.059566,0.034016,2.477384,1.4360991109938244,0.10368997689888182,0.6979322544693853,2.9790630209213917,0.44930826297030513,-0.5682820757814339,2.8768986179832075,2.410071866469262,-0.11053598563278799,1.3355958083412118,2.0438161585336783,1.1193536327249145,2.7107020585134696,-0.1699030880177812,2.1993897876784145,4.252214818537463,0.19884497511177102,0.9687070754839062,4.151919317490936,2.1392830804679708,1.401776966331499,2.609416049035222,1.7966670005801517,2.6250299774995858,2.8856823280590698,-0.3474571680559213,0.7151858966005018,3.392123393142626,0.4677380166915938,-0.4971033096410141,3.1358805449321414,0.022780170045434533,2.4383412191582075,2.8975182727272726,2.8877813698136876,0.8248541818181816,0.8286217501541224,1.0135792727272728,0.9990723126264709
13,1.218615,0.038404,0.601263,2.786892,0.670283,-0.38259,2.714437,2.688808,-0.147718,1.117346,2.078593,1.366711,2.796231,-0.349804,2.187702,4.088397,0.365707,0.895261,4.018051,2.174771,1.275798,2.686427,1.879873,2.621159,2.883772,-0.307146,0.621827,3.226783,0.516306,-0.580179,3.091969,0.230377,2.396936,1.3493048132154613,0.1468350601524977,0.7835871565157518,2.7923383623644447,0.560151266623298,-0.5766746736616313,2.666317908978214,2.508620747982712,-0.07453078729079116,1.223054618402898,2.075373205242779,1.248977319498617,2.7301607530237426,-0.11573712558756544,2.1900484193304375,4.173509346571926,0.32002156173193363,0.8657841460824252,4.048248919710562,2.248670729003731,1.3427862148951235,2.6026717233622847,1.8391313462588574,2.660220882764788,2.808842379073988,-0.26168159368106325,0.6942161592443495,3.2085965154601235,0.589465178648759,-0.5331455085630203,3.164993278024981,0.08510499158852936,2.4035536628881586,2.7844472727272724,2.797094419835329,0.9078338181818183,0.9087232152694971,0.9869245454545456,1.0004384537912918
14,1.282826,0.2525,0.91824,2.663305,0.774972,-0.405948,2.534935,2.572549,0.054044,1.025189,1.996158,1.629409,3.005474,-0.100359,2.287646,4.204706,0.714886,0.930776,4.063372,2.22802,1.221422,2.763907,1.765485,2.651013,2.722887,-0.268248,0.902048,3.196683,0.739143,-0.350303,3.269869,0.017008,2.557614,1.3530956655933106,0.1663885763573748,0.9852395094749065,2.6628808884043575,0.6456890746965415,-0.4838493440448822,2.532124878923493,2.579486030949411,0.07103366619428358,1.2194414522571901,2.0810062501046334,1.5030833152617713,2.8560570197348762,-0.08770897685548973,2.2621037013271907,4.1686977885341845,0.4132981803854294,0.8293501628732284,4.037026666461799,2.3278172786773403,1.3586781297283748,2.7209255726343864,1.853093869254127,2.78541063307227,2.8092257782294356,-0.2010678071299128,0.7621165857901505,3.0804824032911013,0.6852284249628637,-0.4754494502444878,3.302528569200579,0.1203038785348014,2.4420903046271127,2.793923,2.7947715166604286,0.9720103636363636,0.9621395254488291,1.1269055454545454,1.0945279285509018
15,1.366122,0.19938,1.03001,2.465902,0.688123,-0.336681,2.658857,2.591701,0.22955,1.161618,2.159546,1.592357,2.791725,-0.002762,2.170703,4.146403,0.510661,0.75156,3.943052,2.363161,1.453546,2.842667,1.799784,2.866283,2.81232,-0.233835,0.815947,2.90827,0.91535,-0.546664,3.126383,0.010333,2.411978,1.3088273692930117,0.2252262497045997,1.0244451792809333,2.5696681589466808,0.768409252234307,-0.46509202604385147,2.462494852247909,2.6755972682088736,0.17966429314546184,1.1974638863350429,2.1149128888849846,1.631461713591409,2.8532342659393595,-0.08720512983473472,2.237307304048934,4.118205265961054,0.4760356076228319,0.7849213697169504,4.0092096802059665,2.365108389265883,1.4033328399764946,2.740643760629148,1.8283977448469533,2.8509972460394777,2.7557049391828397,-0.13334755601204984,0.7361865083472195,2.9874137963675995,0.807114957731058,-0.46901560207008053,3.306025971261578,0.11210594111073502,2.411250221258397,2.7475744545454543,2.755353813306381,1.000131090909091,1.0138505103421311,1.1307808181818182,1.1204962770264861
16,1.298796,0.282271,1.227286,2.252265,0.930269,-0.496936,2.281986,2.834816,0.179,1.163121,2.366531,1.746613,2.99424,-0.052525,2.320923,4.20042,0.377456,0.648992,4.042723,2.497515,1.406671,2.779025,1.962304,2.89325,2.799134,0.050804,0.819596,2.794745,0.925904,-0.484302,3.38512,0.201633,2.427984,1.2845807376439218,0.32311288568468666,1.186100731628969,2.414292513225438,0.8763904663081399,-0.4017039100163313,2.340470784888257,2.783536520752274,0.2478399580355382,1.2036884293060421,2.2126491041623084,1.7983880874291227,2.9257543708258424,0.02848701882697169,2.269422137008368,4.062402865266137,0.6019290071883561,0.7182899222878525,3.984804797977149,2.4908955925368383,1.3417420359238443,2.843917415678587,1.9439375199708913,2.8884362165855966,2.7067689147497633,-0.021303756277904373,0.7812786677484771,2.8299126621869415,0.9193168444531032,-0.43967971162231556,3.3891445739845962,0.2326806911702659,2.405715327039342,2.726506818181818,2.7259761877938793,1.125179818181818,1.1265119904341756,1.1535524545454547,1.1632572238225878
17,1.442143,0.526981,1.239568,2.400784,1.00398,-0.525327,2.125285,2.738466,0.321401,1.181876,2.48827,1.98293,2.916448,0.211644,2.051255,4.007979,0.810709,0.530825,4.044224,2.648229,1.31522,2.947067,2.23653,2.968621,2.647975,0.07062,0.720926,2.776169,1.003243,-0.403381,3.330492,0.362935,2.414212,1.2634156240232008,0.4760207754708835,1.239318087074024,2.336386576966326,1.0252168193021323,-0.38874990804131293,2.301210508551735,2.931143596554454,0.26757982695762356,1.2196370456198877,2.3644871556902016,1.8586440589289257,2.942125681472986,0.16662936583344212,2.2591465342581065,4.023562142739896,0.7358428041068991,0.6675096713385437,3.9834929266835255,2.623686391860687,1.2978665581168276,2.8978482277391557,2.080998528181934,2.8852907329975768,2.6667194798418494,0.12232660189126521,0.7802302331884856,2.750580528957927,1.065217481065581,-0.4423060548697555,3.411825858659717,0.36708902973807567,2.378306244543781,2.7109492727272726,2.708800418296019,1.2819642727272726,1.2689689590632323,1.1469318181818182,1.1638941804084386
18,1.301335,0.453579,1.347859,2.042732,1.105523,-0.228824,2.180727,2.925614,0.534384,1.297565,2.413802,2.276503,2.88356,0.072665,2.089185,4.053571,0.907939,0.620099,3.896384,2.597832,1.58421,2.938282,2.075948,3.053612,2.60777,0.22896,0.74271,2.593713,1.388843,-0.24439,3.563674,0.335844,2.253797,1.257952330382374,0.4760970560736897,1.3722517516344022,2.165371467828877,1.2066159226617559,-0.2849811987057663,2.1498797478701333,3.0410790234537695,0.5511217229047101,1.2308790271554795,2.296379717245103,2.170765722865207,3.0292126094727228,0.12317117287885093,2.204069584885365,3.9479700484551916,0.8704645157054071,0.5841146195994456,3.9256131887529206,2.6892088556358873,1.3931745403731632,3.001715562421589,1.968580872265759,3.011864914215327,2.6205248883609897,0.2088562263407674,0.7581660076766408,2.571973849721208,1.2637925411795834,-0.37118027645833807,3.5034768299559986,0.32557620424556255,2.2995003048040683,2.6690284545454546,2.673142686397953,1.3187771818181817,1.3154383734260122,1.2753768181818186,1.2444425176176568
19,1.149179,0.572391,1.580467,1.829413,1.405147,-0.226972,1.941616,3.005594,0.371812,1.229719,2.428763,2.09052,2.848671,0.232117,2.418934,3.789122,0.800754,0.545239,3.773454,2.535993,1.312852,2.940731,2.189929,3.185396,2.604664,0.268402,0.722661,2.653994,1.315751,-0.344963,3.421306,0.479278,2.300417,1.1542239343476348,0.5812697701228146,1.4631535261647755,2.0244565664694543,1.2149582507511434,-0.2528366931103039,2.055138807137908,3.089125942770062,0.4895358679265025,1.172110532667338,2.4395501229872436,2.1690293596640466,2.943291412714246,0.24593831614567585,2.263547764556655,3.826100419820681,0.8980924212773032,0.5836192120268945,3.8489742400529314,2.755300415945719,1.299973880815327,2.9613266600443393,2.1297834916428977,2.9774304053910545,2.495798641715142,0.26459586440708893,0.8267433755893623,2.429198893132173,1.2620704954042659,-0.35278182346910547,3.422518125726166,0.44625969675601485,2.33575906466633,2.5619880909090913,2.5757398394389104,1.384919909090909,1.3933586171100207,1.2687602727272729,1.2548339945655946
20,1.069755,0.571887,1.557121,1.80088,1.280053,-0.14494,1.838747,3.34275,0.360723,1.245294,2.592194,2.13446,2.955588,0.297217,2.086598,3.640177,0.948069,0.686598,3.820549,3.027294,1.364941,2.885974,2.122922,3.05769,2.298072,0.453896,0.8165,2.206367,1.487317,-0.26851,3.40002,0.64843,2.159176,1.0632094136988919,0.6605724931692663,1.5426727290982414,1.818441759360525,1.3749408196444102,-0.19594463977104926,1.8569834204392137,3.2209601697196923,0.6135552407658359,1.087131673034474,2.4917795152494557,2.3159094718569992,2.9024545888848867,0.3344286078316614,2.2243236035481573,3.6720124968222496,1.0661964627208782,0.5216453913322021,3.7015508900098952,2.896055508442574,1.3050048967482373,2.9265082197312915,2.1908881860579728,3.006503632397016,2.3707305083619827,0.3960295547695023,0.81773924351578,2.2156096325208967,1.434289382961451,-0.3174369120870879,3.381184727167857,0.5421464852608666,2.2760160396800013,2.469220272727273,2.454165211821106,1.5247299090909094,1.5098442896207027,1.2554869999999998,1.2827262451894847
21,1.155241,0.743144,1.611584,1.743319,1.322115,-0.007606,1.726674,3.222086,0.817542,1.057673,2.37012,2.299526,3.056367,0.275041,2.368588,3.40463,1.336122,0.471662,3.637611,2.939117,1.303125,3.026461,2.340547,3.017181,2.359651,0.432011,0.837692,2.119362,1.348605,-0.413624,3.515667,0.623073,2.191834,1.114492172056857,0.6323288255606019,1.663384621555143,1.7093089758205986,1.3939431377151261,-0.11695943694032707,1.728031739046231,3.2327887412610417,0.7093935515200273,1.1166286317125336,2.456056027611825,2.4544604842878175,3.0109232581691527,0.3805639034924455,2.2056060916846065,3.6218993182318204,1.1598713096701179,0.46026804930429277,3.6304297614279335,2.982408126488264,1.261014914105234,3.0127655837457743,2.229446824178184,3.005890348500991,2.3755931582484764,0.4312036535695638,0.8422293953140958,2.093626240056149,1.471560117953401,-0.2662939221078112,3.4828365163263024,0.6084462343844241,2.2248125983975195,2.4366050909090906,2.4451395777128937,1.5410891818181818,1.5435106274440904,1.3179549090909093,1.313073335965599
22,1.063146,0.773357,1.663175,1.487679,1.559286,-0.142507,1.66819,3.182469,0.900333,1.170418,2.577228,2.657507,3.162262,0.573254,1.965357,3.371963,1.210437,0.390233,3.613543,3.01337,1.248388,2.982032,2.223691,2.850865,2.172825,0.417334,0.744278,2.036666,1.524909,0.019139,3.488535,0.698357,2.058093,1.0591089650224246,0.723854609078485,1.7265921009896932,1.5288007548530365,1.5482264686769265,-0.06318135305592121,1.6544249764307657,3.3498449650690425,0.8328947070478525,1.1650768173492598,2.5121823111006565,2.588242457580476,2.9861871375793037,0.41261746365853025,2.105197065553128,3.4751468140942467,1.2528717717040712,0.34971770252252576,3.5882228238290788,3.039477926488846,1.2204421263874408,3.093159800529044,2.2256907805875192,2.9770619272700483,2.2466152943709896,0.5330934467834758,0.8000059827676254,1.901806136723669,1.62459279248955,-0.23942014944858137,3.463201235093617,0.6302708763728293,2.0959281625007433,2.3833871818181818,2.378340977806858,1.6139720000000004,1.622974855637267,1.3049873636363636,1.3084982481922756
23,1.10007,0.733307,1.796139,1.676041,1.619011,0.125145,1.440819,3.423867,1.056896,1.058446,2.770865,2.724312,2.933283,0.603746,2.193784,3.441705,1.221229,0.250094,3.445876,3.169557,1.254473,3.098404,2.20572,3.004146,2.243064,0.690853,0.944051,1.855848,1.762642,-0.215969,3.263442,0.797044,2.089403,1.0253200415759,0.7905661527062577,1.805978983829354,1.436847128588946,1.6378527539744547,0.012591343327616578,1.5290952349878961,3.437269958931665,0.91710832296376,1.0976296195985589,2.5763351285136302,2.676373711829104,2.9673687552553347,0.5317682133999961,2.1455536933312365,3.3983706635374062,1.395283387112403,0.3861800657868596,3.4780086124365135,3.179481618329407,1.2654998184505517,3.040184549437948,2.342243902133591,3.026293144529649,2.1995333094325766,0.6385938958534627,0.855584027770928,1.8040695801123583,1.7257055694232222,-0.17031436348850248,3.437802406903489,0.7628548105898649,2.1284500722654913,2.3233634545454547,2.3103845365333573,1.7270764545454542,1.728905035542541,1.3838612727272726,1.3681180745996406
