frame,v0_x,v0_y,v0_z,v1_x,v1_y,v1_z,v2_x,v2_y,v2_z,v3_x,v3_y,v3_z,v4_x,v4_y,v4_z,v5_x,v5_y,v5_z,v6_x,v6_y,v6_z,v7_x,v7_y,v7_z,m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z
10.000000,1.524519,-0.169915,0.416597,3.106484,0.339907,-0.691291,2.971880,2.166313,-0.235923,1.349602,1.793646,0.832755,2.676406,-0.395044,1.993468,4.323570,-0.166574,0.814223,4.108751,1.912946,1.385430,2.679675,1.697473,2.423948,2.941095,-0.640245,0.580299,3.561527,0.283430,-0.677416,3.081945,-0.016044,2.287383
11.000000,1.521201,0.070050,0.504322,3.081021,0.364002,-0.620695,2.863307,2.312391,-0.139645,1.508141,2.044161,1.200779,2.627942,-0.190281,2.120051,4.501239,0.003364,0.842839,4.104315,1.819002,1.315253,2.510759,1.684724,2.576910,3.098762,-0.349142,0.567683,3.388955,0.424408,-0.705130,3.278509,0.015612,2.292865
12.000000,1.265940,0.215413,0.665220,3.062146,0.322080,-0.642417,2.825212,2.423860,-0.145165,1.385862,1.910902,1.144757,2.766001,-0.158971,2.224961,4.142618,0.037671,1.022414,4.174637,2.053873,1.532082,2.651862,1.845154,2.642872,3.080662,-0.173321,0.640184,3.458195,0.562719,-0.412920,3.059566,0.034016,2.477384
13.000000,1.218615,0.038404,0.601263,2.786892,0.670283,-0.382590,2.714437,2.688808,-0.147718,1.117346,2.078593,1.366711,2.796231,-0.349804,2.187702,4.088397,0.365707,0.895261,4.018051,2.174771,1.275798,2.686427,1.879873,2.621159,2.883772,-0.307146,0.621827,3.226783,0.516306,-0.580179,3.091969,0.230377,2.396936
14.000000,1.282826,0.252500,0.918240,2.663305,0.774972,-0.405948,2.534935,2.572549,0.054044,1.025189,1.996158,1.629409,3.005474,-0.100359,2.287646,4.204706,0.714886,0.930776,4.063372,2.228020,1.221422,2.763907,1.765485,2.651013,2.722887,-0.268248,0.902048,3.196683,0.739143,-0.350303,3.269869,0.017008,2.557614
15.000000,1.366122,0.199380,1.030010,2.465902,0.688123,-0.336681,2.658857,2.591701,0.229550,1.161618,2.159546,1.592357,2.791725,-0.002762,2.170703,4.146403,0.510661,0.751560,3.943052,2.363161,1.453546,2.842667,1.799784,2.866283,2.812320,-0.233835,0.815947,2.908270,0.915350,-0.546664,3.126383,0.010333,2.411978
16.000000,1.298796,0.282271,1.227286,2.252265,0.930269,-0.496936,2.281986,2.834816,0.179000,1.163121,2.366531,1.746613,2.994240,-0.052525,2.320923,4.200420,0.377456,0.648992,4.042723,2.497515,1.406671,2.779025,1.962304,2.893250,2.799134,0.050804,0.819596,2.794745,0.925904,-0.484302,3.385120,0.201633,2.427984
17.000000,1.442143,0.526981,1.239568,2.400784,1.003980,-0.525327,2.125285,2.738466,0.321401,1.181876,2.488270,1.982930,2.916448,0.211644,2.051255,4.007979,0.810709,0.530825,4.044224,2.648229,1.315220,2.947067,2.236530,2.968621,2.647975,0.070620,0.720926,2.776169,1.003243,-0.403381,3.330492,0.362935,2.414212
18.000000,1.301335,0.453579,1.347859,2.042732,1.105523,-0.228824,2.180727,2.925614,0.534384,1.297565,2.413802,2.276503,2.883560,0.072665,2.089185,4.053571,0.907939,0.620099,3.896384,2.597832,1.584210,2.938282,2.075948,3.053612,2.607770,0.228960,0.742710,2.593713,1.388843,-0.244390,3.563674,0.335844,2.253797
19.000000,1.149179,0.572391,1.580467,1.829413,1.405147,-0.226972,1.941616,3.005594,0.371812,1.229719,2.428763,2.090520,2.848671,0.232117,2.418934,3.789122,0.800754,0.545239,3.773454,2.535993,1.312852,2.940731,2.189929,3.185396,2.604664,0.268402,0.722661,2.653994,1.315751,-0.344963,3.421306,0.479278,2.300417
20.000000,1.069755,0.571887,1.557121,1.800880,1.280053,-0.144940,1.838747,3.342750,0.360723,1.245294,2.592194,2.134460,2.955588,0.297217,2.086598,3.640177,0.948069,0.686598,3.820549,3.027294,1.364941,2.885974,2.122922,3.057690,2.298072,0.453896,0.816500,2.206367,1.487317,-0.268510,3.400020,0.648430,2.159176
21.000000,1.155241,0.743144,1.611584,1.743319,1.322115,-0.007606,1.726674,3.222086,0.817542,1.057673,2.370120,2.299526,3.056367,0.275041,2.368588,3.404630,1.336122,0.471662,3.637611,2.939117,1.303125,3.026461,2.340547,3.017181,2.359651,0.432011,0.837692,2.119362,1.348605,-0.413624,3.515667,0.623073,2.191834
22.000000,1.063146,0.773357,1.663175,1.487679,1.559286,-0.142507,1.668190,3.182469,0.900333,1.170418,2.577228,2.657507,3.162262,0.573254,1.965357,3.371963,1.210437,0.390233,3.613543,3.013370,1.248388,2.982032,2.223691,2.850865,2.172825,0.417334,0.744278,2.036666,1.524909,0.019139,3.488535,0.698357,2.058093
23.000000,1.100070,0.733307,1.796139,1.676041,1.619011,0.125145,1.440819,3.423867,1.056896,1.058446,2.770865,2.724312,2.933283,0.603746,2.193784,3.441705,1.221229,0.250094,3.445876,3.169557,1.254473,3.098404,2.205720,3.004146,2.243064,0.690853,0.944051,1.855848,1.762642,-0.215969,3.263442,0.797044,2.089403
24.000000,1.026957,0.712979,1.734532,1.379985,1.709878,0.132586,1.399589,3.501168,1.053338,1.070282,2.634625,2.691485,2.933605,0.578173,2.056784,3.204051,1.607845,0.166907,3.355326,3.222656,1.296140,3.118798,2.496634,2.781089,2.122045,0.804335,0.833963,1.719037,1.758347,-0.032570,3.642091,0.792248,1.940094
25.000000,1.115852,1.045916,1.840732,1.087787,1.767042,-0.016674,1.192626,3.464718,0.959406,1.121730,2.681292,2.966483,2.858315,0.775941,1.942415,3.112496,1.652252,0.076295,3.310368,3.371327,1.156227,3.141752,2.692950,2.818455,1.952207,0.731573,0.755641,1.388106,2.018644,0.004154,3.330000,0.819900,1.939432
26.000000,0.886883,0.996092,1.955171,0.834244,2.027409,0.349600,1.113307,3.589352,1.138127,1.164318,2.754118,3.075427,2.915002,0.665860,1.746608,2.903317,1.682236,0.299129,3.113416,3.463392,1.057559,3.240304,2.753847,2.770981,1.863122,0.974724,0.860583,1.475635,2.043964,-0.138197,3.413129,1.088670,1.873986
27.000000,0.965212,1.081859,2.084986,0.981291,2.010906,0.204243,1.081947,3.807760,1.097591,1.175553,2.676931,2.929261,3.028440,0.832668,1.801703,2.693200,1.859026,0.114506,3.269712,3.494697,1.030203,3.149735,2.712377,2.745860,1.843687,1.005318,0.788086,1.085637,2.086825,0.040603,3.210445,1.065720,1.613971
28.000000,1.007060,0.862838,1.936527,0.739655,2.171801,0.263821,0.907258,3.930161,1.100342,0.928520,2.785956,2.916960,2.759642,0.951870,1.726099,2.619736,1.753095,0.066942,3.002008,3.598005,1.139107,3.015602,2.455279,2.607275,1.712080,1.040776,0.718247,1.005427,2.019989,0.112864,3.255915,1.238628,1.603124
29.000000,0.906887,1.109695,2.052641,0.627011,2.213122,0.337794,0.932194,3.783924,1.450868,1.092127,2.945503,2.992569,2.673072,0.960843,1.530788,2.601740,1.910258,-0.135453,2.627276,3.642981,0.655491,2.956313,2.736765,2.666188,1.657351,0.989249,0.706568,0.810848,2.102790,0.153676,3.294881,1.179017,1.449685
30.000000,0.856178,0.883729,1.989632,0.357623,2.040665,0.335893,0.942772,3.903722,1.307062,1.229780,2.926648,3.106990,2.769671,0.949771,1.558812,2.393538,2.156908,-0.097840,2.796327,3.712676,0.970559,3.120650,2.920801,2.420247,1.684066,1.172734,0.611311,0.605261,2.255716,0.080064,3.194431,1.217580,1.316465
31.000000,1.024045,1.293492,2.055465,0.295301,2.209043,0.469152,0.565795,3.856512,1.250029,1.226314,2.870668,2.972602,2.861825,0.957657,1.226004,2.208553,2.261245,-0.063198,2.516794,3.949614,0.773646,3.063737,2.853810,2.446762,1.246181,1.364988,0.775858,0.435388,2.391990,0.120689,3.095241,1.293253,1.117907
32.000000,0.781964,1.268528,2.054687,0.123015,2.325951,0.164504,0.691528,3.746755,1.428528,1.089128,2.693731,3.131824,2.591539,1.179892,1.245017,2.061570,2.250450,-0.429560,2.530068,3.865337,0.558496,3.012073,2.967262,2.350145,1.260184,1.244100,0.563516,0.552153,2.450702,0.147124,3.091309,1.444865,1.020125
33.000000,0.739676,1.172326,1.976158,0.104598,2.301197,0.561778,0.480791,3.962931,1.307825,1.307972,2.873200,3.098811,2.275760,1.418222,1.107316,1.948728,2.221910,-0.308813,2.189596,3.922589,0.840443,3.003345,2.890193,2.227413,1.233922,1.352969,0.586608,0.433967,2.462202,0.156129,3.004621,1.603475,1.021034
34.000000,0.797927,1.091166,2.113914,-0.207589,2.368924,0.449686,0.398404,4.018161,1.577471,1.274018,3.013461,3.016146,2.461289,1.368964,1.106595,1.535935,2.465490,-0.367691,2.126712,4.189944,0.567407,2.996034,2.901872,2.009428,0.962304,1.249947,0.660776,-0.038955,2.419564,-0.048482,2.739215,1.431646,0.918742
35.000000,0.809587,1.160416,2.137760,-0.115867,2.344244,0.309072,0.553699,3.872438,1.413156,1.349511,3.107875,3.069627,2.455729,1.394119,0.934697,1.552582,2.510258,-0.493729,2.009078,4.041411,0.486467,2.768691,2.959478,1.769180,0.847626,1.465007,0.588713,-0.006999,2.407613,0.097550,2.793162,1.535694,0.580778
36.000000,0.737825,1.153983,1.876404,-0.464602,2.350044,0.622054,0.088995,4.077476,1.602634,1.317563,2.896456,3.016802,2.318904,1.352593,0.719172,1.346692,2.559783,-0.564789,1.801657,4.111855,0.305413,3.060833,2.894395,1.652173,0.770877,1.586538,0.365384,-0.114994,2.538444,0.252768,2.504107,1.917253,0.330270
37.000000,0.687531,1.333640,1.852184,-0.462739,2.426032,0.622563,0.161237,4.147807,1.846988,1.220947,2.745687,2.809730,2.464922,1.374741,0.724882,1.273961,2.568502,-0.574754,1.889178,4.198353,0.355743,2.768930,2.966038,1.503796,0.603939,1.547368,0.260641,-0.353386,2.486465,0.284902,2.552323,1.570820,0.329922
38.000000,0.752408,1.166640,1.914806,-0.510984,2.392726,0.637643,0.163396,4.073012,1.695501,1.198023,2.906724,2.604582,2.090061,1.422857,0.338463,1.042267,2.798002,-0.631398,1.469875,4.259414,0.427403,2.775805,3.347365,1.449753,0.628242,1.556780,0.291371,-0.524780,2.744228,0.372911,2.264685,1.703034,-0.049303
39.000000,0.652744,1.192544,1.461059,-0.618195,2.732131,0.664484,0.127036,4.083639,1.641715,1.394093,2.866478,2.689601,2.021410,1.503019,0.359872,0.712746,2.674204,-0.696938,1.340636,4.345222,0.235012,2.798070,3.209923,1.244678,0.572810,1.767194,0.272032,-0.636773,2.568682,0.194539,2.180301,1.839524,-0.043640
40.000000,0.578974,1.369100,1.590434,-0.707912,2.504295,0.486162,-0.111133,4.067205,1.534864,1.372666,3.052972,2.691485,1.849957,1.773798,0.122389,0.507721,2.745102,-0.836500,1.241975,4.407250,0.181929,2.610969,3.252185,1.198712,0.467484,1.516855,-0.102808,-0.667913,2.584706,0.300671,1.954837,1.782795,-0.130489
41.000000,0.619499,1.269741,1.252164,-0.905910,2.547487,0.551108,-0.055286,4.082417,1.712226,1.333205,2.805727,2.586223,1.731715,1.675083,-0.140143,0.308371,2.770248,-0.876380,1.301534,4.297180,-0.065144,2.672349,3.232523,0.841574,0.357716,1.638588,0.269868,-0.812126,2.689216,0.559177,1.866073,2.097763,-0.314201
42.000000,0.642792,1.492854,1.421240,-1.016456,2.560248,0.643130,0.075215,4.096187,1.610467,1.346077,2.770274,2.256975,1.738305,1.663276,-0.306429,0.218196,3.025083,-0.836980,1.079126,4.399116,-0.114960,2.583387,3.264981,0.709276,0.267646,1.785160,0.066147,-0.776828,2.685370,0.454649,1.781219,2.108860,-0.349951
43.000000,0.531049,1.397929,1.425418,-1.062460,2.431807,0.614890,-0.371403,4.283070,1.523649,1.309337,2.878140,2.263507,1.565201,1.864099,-0.414940,-0.039315,2.977938,-0.980297,0.989328,4.560498,0.032658,2.401112,3.457120,0.576069,-0.113651,1.796428,-0.112416,-1.154257,2.815202,0.502160,1.620923,2.169060,-0.489790
44.000000,0.470459,1.609787,1.268596,-1.281848,2.588134,0.762488,-0.090657,4.136098,1.601415,1.210093,2.884697,2.017881,1.285868,1.883801,-0.343896,-0.168767,2.868536,-0.954099,0.797568,4.483127,-0.121073,2.231528,3.302434,0.444830,-0.114555,1.821830,-0.204729,-1.247710,2.830813,0.355498,1.629523,2.151961,-0.792683
45.000000,0.504091,1.211457,0.924011,-1.333059,2.631790,0.670700,-0.004994,4.000192,1.609400,1.484722,3.104987,2.171301,1.320257,1.971920,-0.604641,-0.314068,2.966634,-1.119919,0.527438,4.555818,-0.218363,2.188739,3.516128,0.210006,-0.072703,1.685583,-0.204634,-1.372586,2.569147,0.396889,1.277799,2.394435,-0.904524
46.000000,0.271057,1.540568,1.104852,-1.191901,2.471355,0.627962,-0.335645,4.149930,1.749577,1.479486,2.853325,1.707999,1.064513,1.734790,-0.782732,-0.587923,3.003874,-1.233362,0.429884,4.544260,-0.353671,1.714884,3.455934,0.199389,-0.171639,1.770346,-0.315096,-1.345229,2.648462,0.445589,1.195232,2.414211,-1.126787
47.000000,0.313820,1.267447,0.777792,-1.337273,2.515034,0.809800,-0.412910,4.171464,1.498787,1.314083,2.824423,1.425514,0.985647,2.024861,-0.991889,-0.744870,3.125821,-1.262049,0.177558,4.697553,-0.423765,1.908631,3.359417,-0.109654,-0.457764,1.667249,-0.208048,-1.550948,2.655119,0.443557,1.058039,2.235475,-1.255893
48.000000,0.335725,1.422896,0.751411,-1.410761,2.375748,0.718126,-0.470673,3.708009,1.529083,1.393835,2.658929,1.408709,0.802118,2.193766,-1.107348,-0.999499,3.074648,-0.996195,0.019303,4.554656,-0.406042,1.655468,3.541921,-0.171044,-0.537269,1.812617,-0.423118,-1.713308,2.807721,0.421611,0.745996,2.698869,-1.373025
49.000000,0.174151,1.307570,0.717955,-1.417127,2.290904,0.789077,-0.457996,4.162339,1.547866,1.241870,3.018584,1.352603,0.664924,2.070504,-1.336125,-1.162492,3.209553,-1.190924,-0.101230,4.551322,-0.372379,1.823171,3.455554,-0.506360,-0.542500,1.835348,-0.417607,-1.736813,2.741015,0.414356,0.680232,2.537614,-1.279778
50.000000,0.261503,1.377712,0.488465,-1.513193,2.440928,0.651876,-0.399083,4.078662,1.288726,1.379475,3.016667,1.165184,0.203744,1.992315,-1.259681,-1.267774,3.015114,-1.227469,-0.119478,4.709541,-0.492920,1.441194,3.553745,-0.773657,-0.634923,1.812901,-0.409258,-1.546098,2.772397,0.391351,0.436833,2.452448,-1.759397
51.000000,0.187811,1.220488,0.450811,-1.568871,2.395779,0.690689,-0.463773,3.974610,1.286695,1.327031,2.744071,1.016507,0.443311,1.981066,-1.590331,-1.376975,3.136329,-1.157177,-0.294921,4.722120,-0.409445,1.374926,3.597250,-0.783474,-0.717639,1.830049,-0.695508,-1.649262,2.630622,0.216451,0.293643,2.433862,-1.802316
52.000000,0.137944,1.349054,0.263648,-1.605704,2.391914,0.614107,-0.383353,3.943777,1.180949,1.318266,2.818045,0.907939,0.117220,2.289738,-1.672839,-1.621342,3.114577,-1.233451,-0.401495,4.496525,-0.674070,1.078632,3.742588,-0.845000,-1.027508,1.820970,-0.656818,-1.699641,2.515845,0.454523,0.116962,2.566436,-1.891994
53.000000,0.151679,1.049668,0.119340,-1.662645,2.118960,0.665729,-0.336820,3.832177,1.305826,1.335854,2.995381,0.811480,-0.016251,2.134993,-1.932879,-1.763882,3.025158,-0.992533,-0.633813,4.665701,-0.558548,1.036948,3.840853,-1.239017,-1.105153,1.754515,-0.860022,-1.927042,2.566744,0.382501,-0.240690,2.400903,-2.029942
54.000000,-0.154679,1.384375,-0.082604,-1.773549,2.229134,0.510885,-0.457032,3.941152,0.955058,1.146140,2.839407,0.532761,-0.241730,2.070384,-1.920551,-1.966239,3.204868,-1.209566,-0.557673,4.638253,-0.726063,0.724423,3.512319,-1.490584,-1.203420,1.866928,-0.948510,-1.820655,2.480084,0.432653,-0.202070,2.652581,-2.151716
55.000000,-0.151777,1.079972,-0.305853,-1.675096,2.116115,0.541526,-0.494059,3.743432,1.005872,1.106447,2.890432,0.173243,-0.295770,2.150354,-1.996038,-1.957367,3.103214,-1.114020,-0.847237,4.569733,-0.656963,0.601003,3.722153,-1.485026,-1.354294,1.786898,-1.038876,-2.003685,2.491829,0.424328,-0.658380,2.706871,-2.306856
56.000000,-0.026875,1.323077,-0.441775,-1.498444,2.047133,0.612300,-0.412736,3.655416,1.134957,1.014356,2.865208,0.124205,-0.624924,2.252327,-2.020735,-2.338502,3.187819,-1.368796,-0.897213,4.726036,-0.836318,0.510606,3.616656,-1.646251,-1.465333,1.857842,-0.777650,-1.842381,2.376834,0.375653,-0.916269,2.513049,-2.210899
57.000000,-0.026172,1.140557,-0.579172,-1.696601,2.143205,0.402475,-0.479926,3.629526,0.915942,1.038526,2.826355,-0.129613,-0.797488,2.169754,-2.231726,-2.318637,3.189652,-1.135272,-1.150677,4.661204,-0.790794,0.502414,3.777276,-1.771504,-1.488379,1.599372,-1.076809,-2.129107,2.394352,0.555971,-0.716616,2.666607,-2.335869
58.000000,-0.434514,1.191797,-0.740474,-1.770226,2.044240,0.396741,-0.728523,3.704129,0.728938,0.947064,3.021756,-0.361372,-1.214575,2.153560,-2.171377,-2.219444,2.874197,-1.126158,-1.284262,4.554840,-0.519131,0.065704,3.775818,-1.842442,-1.520652,1.739335,-0.986022,-2.071436,2.350631,0.332511,-1.068435,2.570747,-2.417928
59.000000,-0.326788,1.339185,-0.807041,-1.896034,2.130436,0.311510,-0.603193,3.520319,0.889949,0.643486,3.115996,-0.345874,-1.113807,2.176388,-2.331430,-2.478887,3.024063,-1.100440,-1.341127,4.515449,-0.820706,0.025293,3.870896,-1.950208,-2.016698,1.764740,-1.047083,-2.051672,2.225336,0.461380,-1.225227,2.530979,-2.475456
60.000000,-0.493251,1.067581,-1.002662,-1.639718,2.040218,0.409310,-0.471731,3.580289,0.602448,0.828823,2.869349,-0.555966,-1.190970,2.248498,-2.394807,-2.532718,2.914379,-1.220148,-1.474323,4.426306,-0.890883,-0.142596,3.682191,-2.152153,-2.002700,1.686674,-1.113003,-2.144214,2.267553,0.422963,-1.668188,2.528133,-2.644200
61.000000,-0.565052,1.265900,-1.094800,-1.756511,1.682807,0.375420,-0.674035,3.481812,0.606563,0.844955,2.644696,-1.110421,-1.463934,2.349517,-2.367203,-2.720351,2.820543,-1.023090,-1.658720,4.509967,-0.786308,-0.196347,4.038057,-2.184908,-1.952073,1.625616,-1.333254,-2.140069,2.095278,0.255211,-1.677239,2.513813,-2.496706
62.000000,-0.548737,1.157880,-1.240437,-1.715765,1.901769,0.177182,-0.621473,3.391071,0.354952,0.544940,2.713372,-0.894565,-1.626830,2.176574,-2.458090,-2.849350,2.856711,-1.081959,-1.633453,4.361573,-1.089875,-0.490891,3.901674,-2.224915,-1.889552,1.711304,-1.187188,-2.054581,2.006323,0.252689,-1.813065,2.703548,-2.654513
63.000000,-0.674148,1.133164,-1.276039,-1.874274,1.523640,0.159188,-0.683207,3.314849,0.384310,0.494298,2.890763,-1.118639,-1.791704,2.203085,-2.699877,-2.818599,2.753435,-0.968544,-1.860944,4.218041,-0.768957,-0.615358,3.663064,-2.488114,-1.955464,1.425019,-1.067820,-2.163958,2.061283,0.226465,-1.993158,2.511259,-2.678715
64.000000,-0.708023,1.005631,-1.386364,-1.777456,1.662483,0.063680,-0.823004,3.289488,0.549093,0.525709,2.727171,-1.342019,-1.985659,2.175083,-2.737452,-2.890492,2.771403,-0.923991,-1.798713,4.325074,-0.783807,-0.769360,3.708215,-2.532015,-2.136675,1.651947,-1.388218,-2.216358,1.940922,0.237899,-2.211195,2.567945,-2.696648
65.000000,-0.648656,0.916929,-1.662867,-1.730617,1.451349,0.093130,-0.406649,3.252425,0.239198,0.223836,2.650052,-1.512125,-2.182918,2.223867,-2.587409,-3.184942,2.659001,-0.902624,-1.812285,4.427074,-0.948543,-1.084737,3.604614,-2.561168,-2.175957,1.545751,-1.300180,-2.093699,1.864443,0.121337,-2.190409,2.356005,-2.657722
66.000000,-0.683265,1.047291,-1.713404,-1.748378,1.526344,0.194535,-0.800626,3.344351,-0.018056,0.220904,2.650310,-1.568456,-2.470895,2.113050,-2.454892,-3.274408,2.583576,-0.971871,-1.962308,4.213144,-0.902732,-1.129101,3.893891,-2.609324,-2.223181,1.264625,-1.412453,-2.003263,1.920494,0.211120,-2.596861,2.485246,-2.793074
67.000000,-0.915510,1.102847,-1.848353,-1.750441,1.498230,-0.040742,-0.593535,3.340680,0.008126,0.104720,2.608925,-1.698826,-2.485449,1.968807,-2.529618,-3.052843,2.430730,-1.042328,-1.977536,4.081375,-0.746713,-1.547822,3.782070,-2.752967,-2.291435,1.339354,-1.432278,-2.076967,1.761698,0.155640,-2.668255,2.646824,-2.806296
68.000000,-0.906816,0.991452,-1.995698,-1.826012,1.378680,0.040135,-0.608209,3.220652,-0.203161,0.027780,2.527722,-1.875470,-2.530818,1.954355,-2.916859,-3.224055,2.456680,-0.762219,-2.022845,3.977845,-0.740640,-1.402729,3.490517,-2.630486,-2.481043,1.270873,-1.317963,-2.068016,1.544819,0.116861,-2.991117,2.299784,-2.553847
69.000000,-1.278105,1.012437,-1.955762,-1.854124,1.254623,0.011998,-0.703358,2.961149,-0.101711,-0.008585,2.605862,-2.102276,-2.625022,2.128784,-2.543526,-3.277044,2.250641,-0.829849,-2.157023,4.058518,-0.647148,-1.625912,3.489796,-2.576721,-2.593283,1.178937,-1.339267,-1.800329,1.841221,0.141542,-3.050586,2.416340,-2.495114
70.000000,-1.291953,1.088488,-2.068362,-1.619629,1.312741,-0.120843,-0.532585,2.883234,-0.292270,-0.316976,2.651727,-2.086914,-2.864455,2.076592,-2.617289,-3.252876,2.137155,-0.727072,-2.197272,4.030045,-0.791197,-1.864468,3.456166,-2.725871,-2.464011,1.210464,-1.321439,-1.973406,1.447459,-0.018582,-3.106078,2.354875,-2.487107
71.000000,-1.410968,0.655151,-2.063797,-1.704721,1.082762,-0.149227,-0.668551,2.987724,-0.261560,-0.262519,2.446581,-2.157003,-3.021968,1.822272,-2.568150,-3.524190,2.198619,-0.730489,-2.454345,3.718209,-0.620969,-2.083531,3.725263,-2.740755,-2.780073,0.974294,-1.250779,-1.970658,1.307302,0.029321,-3.262959,2.369807,-2.334409
72.000000,-1.494472,0.697741,-2.289471,-1.618089,0.994814,-0.369629,-0.609647,2.813122,-0.404758,-0.534253,2.534102,-2.474670,-3.091498,1.908617,-2.723443,-3.459091,1.916284,-0.629617,-2.374393,3.647770,-0.790924,-2.280822,3.552616,-2.666013,-2.734514,1.034124,-1.427507,-1.957430,1.443874,0.112658,-3.573434,2.281779,-2.331816
73.000000,-1.674928,0.870409,-2.161119,-1.743766,0.920982,-0.227035,-0.633519,2.808953,-0.456376,-0.550189,2.396958,-2.371814,-3.190244,1.723922,-2.490257,-3.531724,2.022487,-0.442593,-2.413989,3.824571,-0.694840,-2.279899,3.385968,-2.649898,-2.729503,0.967059,-1.403899,-1.917435,1.272716,-0.100211,-3.727338,2.310013,-2.199515
74.000000,-1.792221,0.813997,-2.423909,-1.592933,0.963216,-0.406460,-0.757798,2.620204,-0.661749,-0.806317,2.493772,-2.632297,-3.359656,1.833278,-2.481956,-3.360207,1.923290,-0.386159,-2.436693,3.703054,-0.572244,-2.611768,3.526934,-2.522331,-2.834864,0.874102,-1.288375,-1.898386,1.210336,0.144405,-3.761075,1.928778,-2.223289
75.000000,-1.694817,0.676728,-2.278665,-1.741542,0.923792,-0.496941,-0.528482,2.823663,-0.723471,-0.914668,2.555685,-2.673155,-3.546762,1.620768,-2.545162,-3.384313,1.703942,-0.414871,-2.331304,3.417175,-0.494688,-2.662855,3.360165,-2.484608,-2.767762,0.850948,-1.245344,-1.883206,0.954241,-0.236105,-3.873156,2.289282,-2.036849
